movie_id,id,name
30304,994323,Kayo Hatta
10452,23724,Patrice Chéreau
12106,7623,Sam Raimi
161495,12804,Peter Yates
3586,9789,Robert Altman
110,1126,Krzysztof Kieślowski
108,1126,Krzysztof Kieślowski
109,1126,Krzysztof Kieślowski
159185,77305,He Ping
36357,45642,Fred Gerber
92769,133793,George Mihalka
28033,1524,Harold Ramis
22586,107274,Richard Rich
14334,102445,John Sayles
2636,26648,Luis Llosa
2164,6046,Roland Emmerich
11395,58072,John Pasquin
278,4027,Frank Darabont
9905,2034,Danny Boyle
87078,101444,Scott McGehee
87078,101446,David Siegel
12527,72646,Tomás Gutiérrez Alea
12527,72647,Juan Carlos Tabío
20306,57028,George Huang
36614,91499,Kevin Dowling
36614,72629,Geoff Burton
27993,64030,Kelly Makin
31439,607,Zhang Yimou
9067,56891,Rachel Talalay
9059,15521,Ernest R. Dickerson
193,2380,David Carson
25066,141825,Rusty Cundieff
46797,58080,Brian Gilbert
12122,11770,John Carpenter
11381,13426,Peter Segal
32636,15389,Louis Malle
36141,1884,Steven Soderbergh
95963,76705,Preston A. Whitmore II
1587,5306,Lasse Hallström
9271,57090,Brett Leonard
2064,12962,Jon Turteltaub
19855,18250,Jon Avnet
60855,1230367,Mina Shum
236,3045,P.J. Hogan
48287,83313,Melanie Mayron
3049,4499,Tom Shadyac
2759,27889,Stephan Elliott
12635,1978,Iain Softley
10497,3556,Roman Polanski
11382,1243,Woody Allen
9331,13015,Phillip Noyce
10731,5572,Joel Schumacher
10464,16853,Jessie Nelson
34152,5281,Spike Lee
9495,21085,Alex Proyas
29973,4037,Ron Shelton
888,13581,Brian Levant
13,24,Robert Zemeckis
712,10723,Mike Newell
16295,6482,John Singleton
48992,81727,Darnell Martin
10879,56106,Charles Shyer
10660,41550,Andrew Bergman
10714,7775,Stephen Sommers
41647,226963,Ray Müller
8587,15812,Roger Allers
8587,18898,Rob Minkoff
1689,4956,Bernardo Bertolucci
11596,5140,Wes Craven
854,26713,Chuck Russell
9359,7187,Richard Donner
23333,72427,Alan Rudolph
36593,13426,Peter Segal
12280,6159,Ron Howard
2788,7399,Ben Stiller
10427,21053,John Dahl
11011,18281,Donald Petrie
49803,83588,Robert Allan Ackerman
8987,323,Curtis Hanson
1637,2209,Jan de Bont
15128,33485,Ron Underwood
8831,37710,Peter Hyams
36955,2710,James Cameron
10449,46085,Luis Mandoki
10395,5342,Mike Nichols
12160,8844,Lawrence Kasdan
40480,42301,Damian Harris
52038,158634,Suri Krishnamma
29444,72125,Jefery Levy
26352,35689,Keenen Ivory Wayans
39953,133183,Robert Lee King
39953,1066114,Brian Sloan
39953,1087439,Raoul O'Connell
41580,234793,Yves Angelo
315,4590,Russ Meyer
22067,67896,Doug McHenry
18242,80537,Dave Borthwick
11667,1726,Steven E. de Souza
32502,486,Wallace Wolodarsky
267188,126837,Michael A. Nickles
28732,1142481,Paul Warner
75555,532207,Vincent Robert
42981,129216,Theodore Thomas
278939,1382436,Lucas Platt
291731,1385254,Ross Kagan Marks
226229,220152,Paul Williams
203119,4040,Robert Wuhl
172923,16401,Roberto Sneider
316098,223910,Jack Baxter
316098,1410160,Jefri Aalmuhammed
8011,53599,Andrew Morahan
171857,77076,Michael Corrente
2654,11770,John Carpenter
18069,16513,John G. Avildsen
19092,88060,Jeff Pollack
2758,5174,Barry Sonnenfeld
38129,15106,Thomas Schlamme
10436,1032,Martin Scorsese
13595,7145,Michael Lehmann
46094,12988,Paul Michael Glaser
9409,12840,John Badham
11853,42171,Jonathan Kaplan
16771,78188,Whit Stillman
46924,68687,Bill Forsyth
11041,58448,Penelope Spheeris
306,4610,John Landis
14522,1901,Caroline Thompson
26203,10781,Michael Apted
178,2042,Stephen Hopkins
19819,15175,William Friedkin
57834,32765,Tony Richardson
4722,39104,Abel Ferrara
18215,14800,Jennifer Chambers Lynch
1607,380,Robert De Niro
26391,57107,Adam Resnick
117553,61175,John Whitesell
6075,1150,Brian De Palma
11310,66548,Paul Weiland
18658,8843,Mick Jackson
9350,16938,Renny Harlin
9612,18308,Steve Barron
2124,21806,Richard Rush
26261,12964,Michael Ritchie
19176,27236,Gregg Champion
49299,39104,Abel Ferrara
11566,8858,Ivan Reitman
9571,564,Richard Linklater
9739,58838,Marco Brambilla
24257,86,Bruce Brown
34444,5216,Gus Van Sant
26141,1895,Carl Reiner
10997,20640,Chen Kaige
50463,18281,Donald Petrie
10443,2690,Peter Weir
20239,141825,Rusty Cundieff
16297,50949,Alek Keshishian
18551,10967,Steve Kloves
25440,17784,John Irvin
9024,5174,Barry Sonnenfeld
37233,2226,Sydney Pollack
1634,18254,Simon Wincer
13815,52358,Boaz Yakin
5503,12989,Andrew Davis
35588,1723,Walter Hill
2087,21370,Roger Donaldson
41579,26502,Howard Deutch
18620,172993,Rose Troche
41006,5696,Bruce Beresford
4916,39996,Sidney Lumet
2019,11401,John Woo
31642,1152,Oliver Stone
9255,12936,Jim Abrahams
26271,94996,Julianna Lavin
10612,65859,Christopher Monger
2259,19684,Bille August
16097,77733,Eric Meza
11934,1223,Joel Coen
106143,3388,James L. Brooks
12475,774,"Daniel Petrie, Jr."
9386,5231,Wolfgang Petersen
7984,53334,Jim Sheridan
59930,230059,Matty Rich
15765,18069,Brian Gibson
31643,8246,Barry Levinson
6,2042,Stephen Hopkins
329,488,Steven Spielberg
10909,58498,Dominic Sena
507,8297,Roger Avary
34024,1884,Steven Soderbergh
29918,40549,Daniel Petrie
9593,1090,John McTiernan
42580,90037,James Lapine
22317,18254,Simon Wincer
22317,57147,Paul Hogan
22317,71192,Greg Coote
1413,224,David Cronenberg
12121,24318,Richard Benjamin
2246,23213,Harold Becker
10502,2461,Mel Gibson
10440,1243,Woody Allen
9516,11447,Albert Hughes
9516,11448,Allen Hughes
2320,2523,Stuart Baird
5879,46230,Nagisa Ōshima
83718,119232,Tom Noonan
11971,11181,Kenneth Branagh
2625,6111,Mike Figgis
31911,2239,Anthony Minghella
788,10965,Chris Columbus
21450,65452,Mike Leigh
11231,56828,Christopher Cain
41588,16939,Michael Tolkin
10447,10702,Martin Campbell
31586,3026,Rob Reiner
9300,57206,Sally Potter
9559,190,Clint Eastwood
9800,16294,Jonathan Demme
713,10757,Jane Campion
8291,6482,John Singleton
18133,12920,David S. Ward
25557,29482,Stuart Orme
22588,141450,Mel Smith
10872,34849,Ted Demme
1245,54441,James Ivory
11858,14911,Penny Marshall
7007,648,Philip Kaufman
10467,9168,Alan Parker
5550,44056,Fred Dekker
8005,14639,Mel Brooks
2088,21377,Peter Medak
10412,65026,Geoffrey Wright
47889,138322,Victor Nunez
14534,44847,David Anspaugh
56583,15858,Tim Hunter
41878,127283,Cyril Collard
424,488,Steven Spielberg
35233,12964,Michael Ritchie
14291,2260,Steven Zaillian
103413,8969,Chris Menges
11236,1128,Agnieszka Holland
11592,10367,John Waters
8850,52968,Russell Mulcahy
10445,4786,Richard Attenborough
695,9789,Robert Altman
43535,33405,Gillies MacKinnon
12519,72624,John Duigan
23210,64061,Fred Schepisi
858,9248,Nora Ephron
867,13015,Phillip Noyce
78,578,Ridley Scott
13203,54590,Steve Rash
10442,15106,Thomas Schlamme
11074,63943,Rowdy Herrington
33367,111687,Arthur Joffé
9607,58164,Annabel Jankel
9607,58165,Rocky Morton
17585,15521,Ernest R. Dickerson
9057,45645,Deran Sarafian
20967,78012,François Girard
10635,41549,Andrew Fleming
9479,57646,Henry Selick
10057,18356,Stephen Herek
11969,16566,George P. Cosmatos
41590,53387,Heywood Gould
319,893,Tony Scott
26408,21113,D.A. Pennebaker
26408,115891,Chris Hegedus
15139,4945,Joe Johnston
15139,74299,Pixote Hunt
15139,1164376,Maurice Hunt
161158,1212571,Jerry Ciccoritti
218473,70241,Jennifer Warren
85247,85547,Mark Malone
11446,66605,Todd Solondz
51980,20718,Claude Berri
24405,2778,Dennis Hopper
11655,10828,Guillermo del Toro
11800,69696,Daniel Algrant
8223,309,Pedro Almodóvar
14587,6220,Gurinder Chadha
31504,3030,Andrew Scheinman
41653,91565,Åke Sandgren
53185,33315,Richard Loncraine
95743,1006705,Eva Sereny
23637,26265,Lina Wertmüller
17600,17883,David O. Russell
10897,58448,Penelope Spheeris
349394,1354907,Rémy Duchemin
21352,1174031,George T. Miller
68806,105114,Ricky Tognazzi
37345,67756,Michael Austin
32562,109402,Rob Epstein
32562,109403,Jeffrey Friedman
47507,2406,Mathieu Kassovitz
25403,69488,Nanni Moretti
124304,1066960,María Luisa Bemberg
9066,31024,Betty Thomas
771,10965,Chris Columbus
251,3415,Jerry Zucker
812,15810,Ron Clements
812,15811,John Musker
280,2710,James Cameron
581,1269,Kevin Costner
80350,589306,Steve Cohen
268,510,Tim Burton
274,16294,Jonathan Demme
408,5446,David Hand
10020,62047,Gary Trousdale
10020,62048,Kirk Wise
10895,11429,Hamilton Luske
10895,11426,Ben Sharpsteen
114,1201,Garry Marshall
41043,125340,Yuri Mamin
576,7767,Sam Peckinpah
15477,78258,C.M. Talkington
59146,134026,Huang Jianxin
124472,1080040,Jean Bach
30528,54967,Sam Weisman
7300,52405,Michael Hoffman
10824,15557,Bill Condon
261246,116607,Stephen Poliakoff
275,1223,Joel Coen
25059,4755,David R. Ellis
11827,70616,Gerald Potterton
8766,176246,Kevin Yagher
8766,55116,Joe Chappelle
23570,32278,Matt Reeves
47333,24657,Franco Zeffirelli
54850,75474,Anna Campion
51242,49552,Franco Brusati
10112,57314,Wolfgang Reitherman
4307,309,Pedro Almodóvar
46029,37526,Fernando Trueba
32308,116103,Bill Couturié
88893,6818,Werner Herzog
52873,96627,André Téchiné
340210,54767,Mika Kaurismäki
44281,1044284,Férid Boughedir
28121,78029,Martin Lawrence
12520,72619,Stacy Title
1592,17812,Gregory Hoblit
166901,173004,Clément Virgo
36447,69719,Bruno Barreto
19042,71852,Paul Sabella
19042,952327,Larry Leker
38884,15488,Ken Loach
47449,974388,Hal Salwen
36259,70835,Jonathan R. Betuel
41852,73496,Richard Pearce
40926,230320,Todd Verow
9099,21217,Jonathan Lynn
2021,20773,Tim Sullivan
61752,5281,Spike Lee
10988,34682,Jeremiah S. Chechik
11479,69537,Hervé Palud
398959,43440,Martin Enlen
287305,68998,Carlo Rola
12652,20789,Claude Sautet
10684,9181,Edward Zwick
954,1150,Brian De Palma
68445,6759,Friðrik Þór Friðriksson
18989,2182,Pen Densham
10801,1869,Sönke Wortmann
54285,105617,Park Chul-soo
8840,18878,Rob Cohen
278978,14614,Joseph Vilsmaier
124625,26595,Michael Verhoeven
11107,54590,Steve Rash
16417,80526,Gray Hofmeyr
70934,559920,Richard Wherrett
10363,9740,René Clément
161070,4173,Anthony Hopkins
10539,57646,Henry Selick
10543,15890,James Foley
18414,64030,Kelly Makin
47502,47773,Paul Mazursky
11902,15254,Emir Kusturica
27098,96934,Bo Widerberg
25087,115983,Alan Mehrez
5801,12160,Satyajit Ray
896,12160,Satyajit Ray
3065,30021,Jim Mallon
2300,23677,Joe Pytka
8069,53767,Roger Vadim
288173,98940,Catherine Cyran
187851,98094,Brett Piper
27768,37852,George Hickenlooper
221917,12804,Peter Yates
8072,3776,Jean-Luc Godard
35797,20556,Bertrand Tavernier
88030,54767,Mika Kaurismäki
185191,19069,Claude Chabrol
83857,3097,Gordon Willis
33245,8876,Randal Kleiser
124460,1080036,Michael Blakemore
27281,18254,Simon Wincer
105045,39298,Margarethe von Trotta
40001,24318,Richard Benjamin
29621,104404,Norberto Barba
117730,585248,Eli Cohen
20762,43786,Robert Mandel
37144,1046169,Pat Verducci
48260,172,Michael Winterbottom
12656,73838,Steven Baigelman
38867,42113,Zalman King
277270,1661328,Barry Caillier
25969,56059,Patrick Read Johnson
44103,81964,Stijn Coninx
753,11147,John Cassavetes
43634,129708,Stacy Cochran
9103,15111,Jean-Claude Van Damme
90214,59438,Mark Joffe
29649,104507,Steve Gomer
10990,7256,Lee Tamahori
8866,7145,Michael Lehmann
12233,71792,George Scribner
23449,1175207,Tom DeCerchio
36355,129941,Alan Shapiro
37667,1016352,Angela Pope
90148,1585647,Betty Kaplan
922,4429,Jim Jarmusch
11876,25950,Jean-Paul Rappeneau
52633,31310,Jack Hill 
62364,108499,Manuel Gómez Pereira
11687,64909,Jean-Marie Poiré
9304,1524,Harold Ramis
73183,940684,Brett Thompson
131232,1093108,Francesco Sframeli
131232,1093110,Spiro Scimone
9100,41549,Andrew Fleming
20759,68215,Reginald Hudlin
46063,5696,Bruce Beresford
32513,19304,John Schlesinger
40651,124237,Stephen Quay
40651,124238,Timothy Quay
36915,18500,Phil Joanou
40507,19266,Larry Cohen
9802,865,Michael Bay
25697,29706,Harvey Miller
21588,87680,Michele Soavi
664,2209,Jan de Bont
11867,70792,David Hogan
47119,16988,Maurice Pialat
314352,564791,Gabriel Barylli
9323,12180,Mamoru Oshii
10280,64796,Tom Holland
10535,65548,Rick Friedberg
124613,145304,Udayan Prasad
532,7314,Nick Park
26744,81976,Abraham Polonsky
16299,4610,John Landis
10547,28239,David Twohy
245268,93906,Robert Z. Leonard
935,240,Stanley Kubrick
55613,97579,Guy Maddin
215107,153908,John O'Brien
41007,17784,John Irvin
35645,114468,Kevin James Dobson
110465,14860,Victor Saville
255546,1090082,Helena Solberg
40751,12453,Wong Kar-wai
275096,1209349,Ebrahim Forouzesh
85778,223825,Freida Lee Mock
11101,14614,Joseph Vilsmaier
9826,18254,Simon Wincer
9879,41550,Andrew Bergman
63564,229695,David Keating
22621,366,James Mangold
7095,1776,Francis Ford Coppola
26890,16378,Mary Harron
46732,122728,Charles Matthau
124633,1009298,Goran Paskaljević
202425,1184422,Mwezé Ngangura
202425,24409,Benoît Lamy
196940,1177451,Jean-Pierre Bekolo
77771,1079380,Djibril Diop Mambéty
181083,1153142,Gaston Kaboré
41225,4415,Federico Fellini
41225,15389,Louis Malle
41225,53767,Roger Vadim
188589,117075,Henry Jaglom
188589,990400,Victoria Foyt
87190,21415,Robby Henson
627,2034,Danny Boyle
32872,1214396,Scott Winant
602,6046,Roland Emmerich
14553,4956,Bernardo Bertolucci
9566,893,Tony Scott
10545,62047,Gary Trousdale
10545,62048,Kirk Wise
9894,7399,Ben Stiller
11543,7395,Bobby Farrelly
11543,7396,Peter Farrelly
9268,26713,Chuck Russell
52059,240366,Carma Hinton
52059,30811,Richard Gordon
9327,4499,Tom Shadyac
123763,1066960,María Luisa Bemberg
81949,592762,Lucian Pintilie
42005,544331,Gazdag Gyula
124306,41521,Gérard Mordillat
183955,262130,Mel Chionglo
44535,3111,Alexandre Rockwell
44495,1144694,Christopher Larkin
78285,138795,Laurent Heynemann  
11228,18878,Rob Cohen
10779,108,Peter Jackson
26748,102445,John Sayles
38223,18320,Bronwen Hughes
9294,12962,Jon Turteltaub
49963,56539,Nicole Holofcener
11363,12833,Edward Burns
1645,5572,Joel Schumacher
31546,77076,Michael Corrente
77056,28615,Éric Rohmer
36344,66076,Fraser Clarke Heston
18550,40230,Kevin Hooks
11511,12988,Paul Michael Glaser
172198,1059880,Ildikó Enyedi
34170,2357,Howard Franklin
281085,30869,Mitch Marcus
109478,1046588,Jaime Hellman
124645,14132,Nicolas Roeg
12606,15042,Arlene Sanford
69895,225140,Maurizio Nichetti
35206,793,Luis Buñuel
151489,87397,Paul Turner
4837,28615,Éric Rohmer
12632,56201,Peter Sehr
12632,1870,Gernot Roll
9098,48685,Rolf Silber
282919,6258,Peter Weck
124614,81749,Manoel de Oliveira
18975,18308,Steve Barron
11962,71110,John Payson
2925,28904,Hugh Wilson
28628,179609,Nigel Finch
3595,6159,Ron Howard
9308,7678,Hart Bochner
92381,183036,Doug Ellin
18555,119310,Annette Haywood-Carter
12123,12989,Andrew Davis
10830,518,Danny DeVito
3573,32983,Douglas McGrath
10546,65602,Tim Pope
18862,92554,Harry Winer
31417,37302,Georges Franju
9431,10953,Gilbert Adler
124619,1080308,John Rubino
297645,1189125,Yin Li
48144,146295,Yim Ho
46986,91343,Hal Hartley
144982,117808,Marcus DeLeon
47907,1232954,Lee David Zlotoff
10061,11770,John Carpenter
36266,107730,Tran Anh Hung
549,7482,Julian Schnabel
10478,4037,Ron Shelton
66634,112674,Rolf de Heer
116690,587603,Keisuke Kinoshita
213917,24485,Nicole Garcia
145925,252740,Leone Pompucci
100914,1112331,Zheng Jun-Li
238,1776,Francis Ford Coppola
159,1869,Sönke Wortmann
11134,44916,Stanley Tong
88224,124092,Lisa Krueger
132641,125690,Mikio Naruse
42758,33405,Gillies MacKinnon
9303,9340,Lana Wachowski
9303,9339,Lilly Wachowski
23945,133259,Arthur Hiller
37820,1155073,John Ruane
22479,9789,Robert Altman
9054,56828,Christopher Cain
241058,1276348,Peter Shaner
11985,71174,Tsai Ming-liang
10232,64219,Daniel Schmid
59569,69042,Tim Metcalfe
410921,232119,Izidore K. Musallam
38955,44916,Stanley Tong
110513,205639,Jim McKay
114089,118513,Karim Dridi
11015,37710,Peter Hyams
9306,13776,John Frankenheimer
9306,42175,Richard Stanley
12559,69741,David M. Evans
58770,508,David Koepp
124851,17046,Gary Winick
3587,13563,Norman Jewison
10723,15521,Ernest R. Dickerson
56077,6361,Nick Hamm
19004,24346,Roy Allen Smith
101230,28889,Theo van Gogh
10987,55116,Joe Chappelle
44705,98750,Trevor Nunn
20318,33054,Keith Gordon
43596,14353,Max Ophüls
79782,587971,Jan Jakub Kolski
26933,96627,André Téchiné
27854,10790,Sam Wood
981,14674,George Cukor
872,13284,Stanley Donen
872,13294,Gene Kelly
2769,13980,Vincente Minnelli
13320,13284,Stanley Donen
164,1927,Blake Edwards
426,2636,Alfred Hitchcock
567,2636,Alfred Hitchcock
3078,2662,Frank Capra
13528,14674,George Cukor
28288,30165,Mark Sandrich
213,2636,Alfred Hitchcock
284,3146,Billy Wilder
239,3146,Billy Wilder
4808,13284,Stanley Donen
289,4109,Michael Curtiz
963,6593,John Huston
11113,14674,George Cukor
6620,3146,Billy Wilder
804,10001,William Wyler
26531,80570,Walter Lang
909,13980,Vincente Minnelli
630,9049,Victor Fleming
770,9049,Victor Fleming
31044,24318,Richard Benjamin
599,3146,Billy Wilder
15,40,Orson Welles
62,240,Stanley Kubrick
121357,108914,Mitchell Leisen
705,10601,Joseph L. Mankiewicz
22490,14674,George Cukor
223,2636,Alfred Hitchcock
25670,2636,Alfred Hitchcock
303,2636,Alfred Hitchcock
4174,2636,Alfred Hitchcock
8356,30008,Leo McCarey
381,2636,Alfred Hitchcock
20758,13980,Vincente Minnelli
29376,13980,Vincente Minnelli
1859,2428,Ernst Lubitsch
18299,3146,Billy Wilder
17281,13980,Vincente Minnelli
64382,13980,Vincente Minnelli
10907,4109,Michael Curtiz
10907,67426,William Keighley
32093,29595,Rouben Mamoulian
1939,834,Otto Preminger
22292,10601,Joseph L. Mankiewicz
3598,2662,Frank Capra
3080,30165,Mark Sandrich
198,2428,Ernst Lubitsch
13562,74659,Gregory La Cava
1712,18738,George Stevens
220,2746,Elia Kazan
3529,32427,W.S. Van Dyke
3085,11435,Howard Hawks
2897,20412,Michael Anderson
1585,2662,Frank Capra
3083,2662,Frank Capra
